
2023-01,108,47.9
2023-02,108,1
2023-03,108,10.5
2023-04,108,96.9
2023-05,108,155.6
2023-06,108,195.6
2023-07,108,459.9
2023-08,108,298.1
2023-09,108,134.5
2023-10,108,31
2023-11,108,81.9
2023-12,108,85.9
2024-01,108,18.9
2024-02,108,74.7
2024-03,108,29.9
2024-04,108,33.2
2024-05,108,125.1
2024-06,108,115.9
2024-07,108,557.3
2024-08,108,72.8
2024-09,108,10.3
